transaction_date,disclosure_date,ticker,asset_description,type,amount,senator,party,state,industry,sector
02/13/2015,02/26/2015,SPSC,"SPS Commerce, Inc. (NASDAQ)",sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Computer Software: Prepackaged Software,Technology
02/13/2015,02/26/2015,SMTC,Semtech Corporation (NASDAQ),sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Semiconductors,Technology
02/13/2015,02/26/2015,SIGI,Selective Insurance Group Inc. (NASDAQ),sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Property-Casualty Insurers,Finance
02/13/2015,02/26/2015,SHOO,"Steven Madden, Ltd. (NASDAQ)",sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Shoe Manufacturing,Consumer Discretionary
02/13/2015,02/26/2015,SGY,Stone Energy Corp. (NYSE),sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,,
02/13/2015,02/26/2015,RRTS,"Roadrunner Transportation Systems, Inc. (NYSE)",sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,,
02/13/2015,02/26/2015,ROLL,RBC Bearings Inc. (NASDAQ),sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Metal Fabrications,Capital Goods
02/13/2015,02/26/2015,RBA,Ritchie Bros. Auctioneers Incorporated (NYSE),sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Business Services,Miscellaneous
02/13/2015,02/26/2015,RAVN,Raven Industries Inc. (NASDAQ),sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,,
02/13/2015,02/26/2015,QLIK,"Qlik Technologies, Inc. (NASDAQ)",sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,,
02/13/2015,02/26/2015,PRLB,"Proto Labs, Inc. (NYSE)",sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Metal Fabrications,Capital Goods
02/13/2015,02/26/2015,PRIM,Primoris Services Corporation (NASDAQ),sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Water Supply,Basic Industries
02/13/2015,02/26/2015,PRAA,"PRA Group, Inc. (NASDAQ)",sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Finance: Consumer Services,Finance
02/13/2015,02/26/2015,PRA,ProAssurance Corporation (NYSE),sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Property-Casualty Insurers,Finance
02/13/2015,02/26/2015,POWI,Power Integrations Inc. (NASDAQ),sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Semiconductors,Technology
02/13/2015,02/26/2015,PLT,"Plantronics, Inc. (NYSE)",sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Telecommunications Equipment,Public Utilities
02/13/2015,02/26/2015,PLKI,"Popeyes Louisiana Kitchen, Inc. (NASDAQ)",sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,,
02/13/2015,02/26/2015,PEB,Pebblebrook Hotel Trust (NYSE),sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Real Estate Investment Trusts,Consumer Services
02/13/2015,02/26/2015,PBH,"Prestige Brands Holdings, Inc. (NYSE)",sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Biotechnology: Pharmaceutical Preparations,Health Care
02/13/2015,02/26/2015,OMCL,"Omnicell, Inc. (NASDAQ)",sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Managed Health Care,Health Care
02/13/2015,02/26/2015,OFC,Corporate Office Properties Trust (NYSE),sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Real Estate Investment Trusts,Real Estate
02/13/2015,02/26/2015,NSR,"NeuStar, Inc. (NYSE)",sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,,
02/13/2015,02/26/2015,NICE,NICE Systems Ltd. (NASDAQ),sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Computer Software: Prepackaged Software,Technology
02/13/2015,02/26/2015,MNRO,Monro Muffler Brake Inc. (NASDAQ),sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,,
02/13/2015,02/26/2015,MG,"Mistras Group, Inc. (NYSE)",sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Security Systems Services,Technology
02/13/2015,02/26/2015,MFRM,Mattress Firm Holding Corp. (NASDAQ),sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,,
02/13/2015,02/26/2015,MDCA,MDC Partners Inc. (NASDAQ),sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,,
02/13/2015,02/26/2015,MASI,Masimo Corporation (NASDAQ),sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care
02/13/2015,02/26/2015,LSTR,Landstar System Inc. (NASDAQ),sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Trucking Freight/Courier Services,Industrials
02/13/2015,02/26/2015,LOCK,"LifeLock, Inc. (NYSE)",sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,,
02/13/2015,02/26/2015,LL,"Lumber Liquidators Holdings, Inc. (NYSE)",sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,RETAIL: Building Materials,Consumer Services
02/13/2015,02/26/2015,KWR,Quaker Chemical Corporation (NYSE),sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Automotive Aftermarket,Industrials
02/13/2015,02/26/2015,JJSF,J&amp;J Snack Foods Corp. (NASDAQ),sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Specialty Foods,Consumer Staples
02/13/2015,02/26/2015,IPCM,"IPC Healthcare, Inc. (NASDAQ)",sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,,
02/13/2015,02/26/2015,ICUI,"ICU Medical, Inc. (NASDAQ)",sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Medical/Dental Instruments,Health Care
02/13/2015,02/26/2015,ICON,"Iconix Brand Group, Inc. (NASDAQ)",sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,,
02/13/2015,02/26/2015,HUBG,Hub Group Inc. (NASDAQ),sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Oil Refining/Marketing,Consumer Discretionary
02/13/2015,02/26/2015,IART,Integra LifeSciences Holdings Corporation (NASDAQ),sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Medical/Dental Instruments,Health Care
02/13/2015,02/26/2015,HLX,"Helix Energy Solutions Group, Inc. (NYSE)",sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Oilfield Services/Equipment,Energy
02/13/2015,02/26/2015,HF,"HFF, Inc. (NYSE)",sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,,
02/13/2015,02/26/2015,HEI,HEICO Corporation (NYSE),sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Military/Government/Technical,Capital Goods
02/13/2015,02/26/2015,HCSG,Healthcare Services Group Inc. (NASDAQ),sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Hospital/Nursing Management,Health Care
02/13/2015,02/26/2015,GMED,"Globus Medical, Inc. (NYSE)",sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Medical/Dental Instruments,Health Care
02/13/2015,02/26/2015,FNGN,"Financial Engines, Inc. (NASDAQ)",sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,,
02/13/2015,02/26/2015,FMBI,First Midwest Bancorp Inc. (NASDAQ),sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,,
02/13/2015,02/26/2015,FET,"Forum Energy Technologies, Inc. (NYSE)",sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Metal Fabrications,Industrials
02/13/2015,02/26/2015,EVR,Evercore Partners Inc. (NYSE),sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Investment Managers,Finance
02/13/2015,02/26/2015,EPAY,"Bottomline Technologies (de), Inc. (NASDAQ)",sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,EDP Services,Technology
02/13/2015,02/26/2015,EGBN,"Eagle Bancorp, Inc. (NASDAQ)",sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Major Banks,Finance
02/13/2015,02/26/2015,DRQ,"Dril-Quip, Inc. (NYSE)",sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Metal Fabrications,Energy
02/13/2015,02/26/2015,DIOD,Diodes Incorporated (NASDAQ),sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Semiconductors,Technology
02/13/2015,02/26/2015,DFRG,"Del Frisco's Restaurant Group, Inc. (NASDAQ)",sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,,
02/13/2015,02/26/2015,CYBX,Cyberonics Inc. (NASDAQ),sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,,
02/13/2015,02/26/2015,CVLT,"CommVault Systems, Inc. (NASDAQ)",sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Computer Software: Prepackaged Software,Technology
02/13/2015,02/26/2015,CTRL,Control4 Corporation (NASDAQ),sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,,
02/13/2015,02/26/2015,CTCT,"Constant Contact, Inc. (NASDAQ)",sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,,
02/13/2015,02/26/2015,CRZO,Carrizo Oil &amp; Gas Inc. (NASDAQ),sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,,
02/13/2015,02/26/2015,CMN,Cantel Medical Corp. (NYSE),sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,,
02/13/2015,02/26/2015,CLC,CLARCOR Inc. (NYSE),sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,,
02/13/2015,02/26/2015,CHEF,"The Chefs' Warehouse, Inc. (NASDAQ)",sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Food Distributors,Consumer Discretionary
02/13/2015,02/26/2015,CGNX,Cognex Corporation (NASDAQ),sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Industrial Machinery/Components,Capital Goods
02/13/2015,02/26/2015,CASY,"Casey's General Stores, Inc. (NASDAQ)",sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Diversified Commercial Services,Miscellaneous
02/13/2015,02/26/2015,BMR,BioMed Realty Trust Inc. (NYSE),sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,,
02/13/2015,02/26/2015,BIO,"Bio-Rad Laboratories, Inc. (NYSE)",sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Biotechnology: Laboratory Analytical Instruments,Capital Goods
02/13/2015,02/26/2015,BERY,"Berry Plastics Group, Inc. (NYSE)",sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Plastic Products,Consumer Non-Durables
02/13/2015,02/26/2015,BECN,"Beacon Roofing Supply, Inc. (NASDAQ)",sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,RETAIL: Building Materials,Consumer Services
02/13/2015,02/26/2015,BCPC,Balchem Corp. (NASDAQ),sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Major Chemicals,Basic Industries
02/13/2015,02/26/2015,ATRO,Astronics Corporation (NASDAQ),sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Military/Government/Technical,Industrials
02/13/2015,02/26/2015,AMSG,AmSurg Corp. (NASDAQ),sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,,
02/13/2015,02/26/2015,ALE,"ALLETE, Inc. (NYSE)",sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Power Generation,Utilities
02/13/2015,02/26/2015,AKRX,"Akorn, Inc. (NASDAQ)",sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,,
02/13/2015,02/26/2015,AFSI,"AmTrust Financial Services, Inc. (NASDAQ)",sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,,
02/13/2015,02/26/2015,ABCO,The Advisory Board Company (NASDAQ),sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,,
02/13/2015,02/26/2015,AAT,"American Assets Trust, Inc. (NYSE)",sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Real Estate Investment Trusts,Real Estate
02/13/2015,02/26/2015,AAON,AAON Inc. (NASDAQ),sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Industrial Machinery/Components,Industrials
02/05/2015,02/26/2015,NICE,NICE Systems Ltd. (NASDAQ),sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Computer Software: Prepackaged Software,Technology
01/27/2015,02/25/2015,MDT,Medtronic plc (NYSE),Exchange,"$15,001 - $50,000",Gary C. Peters,Democrat,MI,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care
02/19/2015,02/19/2015,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,,Unknown,Mark R. Warner,,,,
02/03/2015,02/09/2015,PAGP,"Plains GP Holdings, L.P. (NYSE)",purchase,"$50,001 - $100,000",Ted Cruz,Republican,TX,Oil & Gas Production,Energy
01/16/2015,02/04/2015,ZNGA,"Zynga, Inc. (NASDAQ)",sale_partial,"$1,001 - $15,000",Pat Roberts,Republican,KS,EDP Services,Technology
01/28/2015,02/04/2015,BIDU,"Baidu, Inc. (NASDAQ)",purchase,"$15,001 - $50,000",Pat Roberts,Republican,KS,"Computer Software: Programming, Data Processing",Technology
01/28/2015,02/04/2015,AAPL,Apple Inc. (NASDAQ),purchase,"$1,001 - $15,000",Pat Roberts,Republican,KS,Computer Manufacturing,Technology
01/27/2015,02/04/2015,NFLX,"Netflix, Inc. (NASDAQ)",purchase,"$15,001 - $50,000",Pat Roberts,Republican,KS,Consumer Electronics/Video Chains,Consumer Services
01/16/2015,02/04/2015,TCS,"The Container Store Group, Inc. (NYSE)",sale_partial,"$1,001 - $15,000",Pat Roberts,Republican,KS,,
01/16/2015,02/04/2015,NFLX,"Netflix, Inc. (NASDAQ)",sale_partial,"$15,001 - $50,000",Pat Roberts,Republican,KS,Consumer Electronics/Video Chains,Consumer Services
01/02/2015,02/04/2015,TCS,"The Container Store Group, Inc. (NYSE)",purchase,"$1,001 - $15,000",Pat Roberts,Republican,KS,,
01/02/2015,02/04/2015,TWTR,"Twitter, Inc. (NYSE)",purchase,"$1,001 - $15,000",Pat Roberts,Republican,KS,,
01/28/2015,02/03/2015,TGT,Target Corp. (NYSE),sale_full,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,Department/Specialty Retail Stores,Consumer Services
01/26/2015,02/03/2015,HBI,Hanesbrands Inc. (NYSE),purchase,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,Clothing/Shoe/Accessory Stores,Consumer Services
01/22/2015,02/03/2015,PNQI,PowerShares NASDAQ Internet ETF (NASDAQ),purchase,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,,
01/14/2015,02/03/2015,ETN,Eaton Corporation plc (NYSE),sale_full,"$1,001 - $15,000",Sheldon Whitehouse,Democrat,RI,Industrial Machinery/Components,Technology
01/14/2015,02/03/2015,DD,E. I. du Pont de Nemours and Company (NYSE),sale_full,"$1,001 - $15,000",Sheldon Whitehouse,Democrat,RI,,
01/14/2015,02/03/2015,ETN,Eaton Corporation plc (NYSE),sale_full,"$15,001 - $50,000",Sheldon Whitehouse,Democrat,RI,Industrial Machinery/Components,Technology
01/23/2015,02/03/2015,DHR,Danaher Corp. (NYSE),sale_partial,"$15,001 - $50,000",Sheldon Whitehouse,Democrat,RI,Industrial Machinery/Components,Capital Goods
01/23/2015,02/03/2015,ACE,ACE Limited (NYSE),sale_full,"$15,001 - $50,000",Sheldon Whitehouse,Democrat,RI,,
01/23/2015,02/03/2015,GILD,Gilead Sciences Inc. (NASDAQ),purchase,"$15,001 - $50,000",Sheldon Whitehouse,Democrat,RI,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
01/14/2015,02/03/2015,AIG,"American International Group, Inc. (NYSE)",sale_full,"$1,001 - $15,000",Sheldon Whitehouse,Democrat,RI,Property-Casualty Insurers,Finance
01/14/2015,02/03/2015,KLXI,KLX Inc. (NASDAQ),sale_full,"$1,001 - $15,000",Sheldon Whitehouse,Democrat,RI,,
01/13/2015,01/29/2015,WCN,Waste Connections Inc. (NYSE),purchase,"$1,001 - $15,000",Susan M. Collins,Republican,ME,Environmental Services,Public Utilities
01/13/2015,01/29/2015,UL,Unilever plc (NYSE),purchase,"$1,001 - $15,000",Susan M. Collins,Republican,ME,Package Goods/Cosmetics,Basic Industries
01/13/2015,01/29/2015,MTD,Mettler-Toledo International Inc. (NYSE),purchase,"$15,001 - $50,000",Susan M. Collins,Republican,ME,Biotechnology: Laboratory Analytical Instruments,Capital Goods
01/13/2015,01/29/2015,CVS,CVS Health Corporation (NYSE),purchase,"$1,001 - $15,000",Susan M. Collins,Republican,ME,Medical/Nursing Services,Health Care
01/13/2015,01/29/2015,ADP,"Automatic Data Processing, Inc. (NASDAQ)",sale_full,"$1,001 - $15,000",Susan M. Collins,Republican,ME,EDP Services,Technology
01/13/2015,01/29/2015,AAPL,Apple Inc. (NASDAQ),purchase,"$1,001 - $15,000",Susan M. Collins,Republican,ME,Computer Manufacturing,Technology
01/13/2015,01/29/2015,AXP,American Express Company (NYSE),purchase,"$1,001 - $15,000",Susan M. Collins,Republican,ME,Finance: Consumer Services,Finance
01/21/2015,01/21/2015,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,,Unknown,Richard Burr,,,,
01/16/2015,01/21/2015,NOG,"Northern Oil and Gas, Inc. (AMEX)",purchase,"$15,001 - $50,000",John Hoeven,Republican,ND,Oil & Gas Production,Energy
01/16/2015,01/21/2015,NOG,"Northern Oil and Gas, Inc. (AMEX)",purchase,"$15,001 - $50,000",John Hoeven,Republican,ND,Oil & Gas Production,Energy
01/06/2015,01/20/2015,FCX,Freeport-McMoRan Inc. (NYSE),sale_full,"$50,001 - $100,000",John Hoeven,Republican,ND,Precious Metals,Basic Industries
01/06/2015,01/20/2015,COH,"Coach, Inc. (NYSE)",sale_full,"$50,001 - $100,000",John Hoeven,Republican,ND,,
01/12/2015,01/12/2015,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,,Unknown,Michael B. Enzi,,,,
12/18/2014,01/09/2015,TOLLX,Deutsche Global Infrastructure A (NASDAQ),purchase,"$1,001 - $15,000",Susan M. Collins,Republican,ME,,
12/15/2014,01/09/2015,TOLLX,Deutsche Global Infrastructure A (NASDAQ),sale_full,"$1,001 - $15,000",Susan M. Collins,Republican,ME,,
12/11/2014,01/09/2015,WASCX,Ivy Asset Strategy C (NASDAQ),purchase,"$1,001 - $15,000",Susan M. Collins,Republican,ME,,
12/10/2014,01/09/2015,MDDVX,BlackRock Equity Dividend Inv A (NASDAQ),purchase,"$1,001 - $15,000",Susan M. Collins,Republican,ME,,
12/10/2014,01/09/2015,MDDVX,BlackRock Equity Dividend Inv A (NASDAQ),purchase,"$1,001 - $15,000",Susan M. Collins,Republican,ME,,
12/11/2015,01/09/2015,DVFAX,Cohen &amp; Steers Dividend Value A (NASDAQ),purchase,"$1,001 - $15,000",Susan M. Collins,Republican,ME,,
12/11/2014,01/09/2015,DVFAX,Cohen &amp; Steers Dividend Value A (NASDAQ),purchase,"$1,001 - $15,000",Susan M. Collins,Republican,ME,,
01/08/2015,01/08/2015,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,,Unknown,Richard Burr,,,,
01/06/2015,01/06/2015,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,,Unknown,Thomas R. Carper,,,,
12/12/2014,01/05/2015,XOM,Exxon Mobil Corporation (NYSE),sale_full,"$1,001 - $15,000",Pat Roberts,Republican,KS,Integrated oil Companies,Energy
12/19/2014,01/05/2015,BA,The Boeing Company (NYSE),purchase,"$1,001 - $15,000",Pat Roberts,Republican,KS,Aerospace,Capital Goods
12/12/2014,01/05/2015,BAC,Bank of America Corporation (NYSE),sale_full,"$1,001 - $15,000",Pat Roberts,Republican,KS,Major Banks,Finance
12/11/2014,01/05/2015,MIK,"The Michaels Companies, Inc. (NASDAQ)",purchase,"$1,001 - $15,000",Pat Roberts,Republican,KS,,
12/18/2014,01/05/2015,TJX,"The TJX Companies, Inc. (NYSE)",purchase,"$1,001 - $15,000",Sheldon Whitehouse,Democrat,RI,Clothing/Shoe/Accessory Stores,Consumer Services
12/18/2014,01/05/2015,ORCL,Oracle Corporation (NYSE),purchase,"$1,001 - $15,000",Sheldon Whitehouse,Democrat,RI,Computer Software: Prepackaged Software,Technology
12/18/2014,01/05/2015,T,"AT&amp;T, Inc. (NYSE)",purchase,"$1,001 - $15,000",Sheldon Whitehouse,Democrat,RI,Telecommunications Equipment,Public Utilities
12/18/2014,01/05/2015,KORS,Michael Kors Holdings Limited (NYSE),sale_partial,"$1,001 - $15,000",Sheldon Whitehouse,Democrat,RI,,
11/25/2014,01/05/2015,PCAR,PACCAR Inc. (NASDAQ),purchase,"$1,001 - $15,000",Sheldon Whitehouse,Democrat,RI,Auto Manufacturing,Capital Goods
11/25/2014,01/05/2015,IBM,International Business Machines Corporation (NYSE),sale_partial,"$1,001 - $15,000",Sheldon Whitehouse,Democrat,RI,Computer Manufacturing,Technology
12/18/2014,01/05/2015,CMRE,Costamare Inc. (NYSE),purchase,"$1,001 - $15,000",Sheldon Whitehouse,Democrat,RI,Marine Transportation,Consumer Discretionary
11/25/2014,01/05/2015,PCAR,PACCAR Inc. (NASDAQ),purchase,"$1,001 - $15,000",Sheldon Whitehouse,Democrat,RI,Auto Manufacturing,Capital Goods
11/25/2014,01/05/2015,PRU,"Prudential Financial, Inc. (NYSE)",purchase,"$1,001 - $15,000",Sheldon Whitehouse,Democrat,RI,Life Insurance,Finance
12/18/2014,01/05/2015,AMGN,Amgen Inc. (NASDAQ),purchase,"$15,001 - $50,000",Sheldon Whitehouse,Democrat,RI,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
12/18/2014,01/05/2015,HYH,"Halyard Health, Inc. (NYSE)",sale_full,"$1,001 - $15,000",Sheldon Whitehouse,Democrat,RI,,
12/18/2014,01/05/2015,SSYS,Stratasys Ltd. (NASDAQ),sale_full,"$1,001 - $15,000",Sheldon Whitehouse,Democrat,RI,Computer peripheral equipment,Technology
12/18/2014,01/05/2015,ABBV,AbbVie Inc. (NYSE),purchase,"$1,001 - $15,000",Sheldon Whitehouse,Democrat,RI,Major Pharmaceuticals,Health Care
12/18/2014,01/05/2015,KEYS,"Keysight Technologies, Inc. (NYSE)",sale_full,"$1,001 - $15,000",Sheldon Whitehouse,Democrat,RI,Industrial Machinery/Components,Capital Goods
12/18/2014,01/05/2015,T,"AT&amp;T, Inc. (NYSE)",purchase,"$1,001 - $15,000",Sheldon Whitehouse,Democrat,RI,Telecommunications Equipment,Public Utilities
12/18/2014,01/05/2015,KORS,Michael Kors Holdings Limited (NYSE),sale_partial,"$1,001 - $15,000",Sheldon Whitehouse,Democrat,RI,,
12/18/2014,01/05/2015,BEAV,B/E Aerospace Inc. (NASDAQ),sale_full,"$15,001 - $50,000",Sheldon Whitehouse,Democrat,RI,,
11/25/2014,01/05/2015,M,"Macy's, Inc. (NYSE)",purchase,"$1,001 - $15,000",Sheldon Whitehouse,Democrat,RI,Department/Specialty Retail Stores,Consumer Services
12/29/2014,12/29/2014,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,,Unknown,John Hoeven,,,,
